14,15,16,17,18,19,20,12,13,14,15,16,17,18,12,13,14,15,16,12,13,14,12
2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3.5,3.5,3.5,3.5,3.5,4,4,4,4.5
12.09413094,13.04669133,14.00726278,14.97584529,15.95243886,16.9370435,17.92965919,12.25565202,13.37949794,14.51295713,15.65602959,16.80871533,17.97101435,19.14292663,14.29826069,15.60941426,16.93178332,18.26536786,19.61016789,16.34086936,17.83933058,19.35060951,18.38347803
4.79343,4.55621,4.35559,4.17338,4.00618,3.86181,3.73082,3.23931,3.05232,2.90012,2.75743,2.6339,2.52424,2.42455,2.11666,1.99687,1.89918,1.80525,1.72613,1.47017,1.38477,1.31564,1.06296
19.021,18.529,18.769,18.31,16.205,17.244,16.821,15.941,15.248,14.816,14.854,14.539,13.742,14.733,12.752,12.464,12.416,12.164,11.313,10.512,9.6646,10.34,8.7697
