60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
13.55296786,13.76716786,13.98136786,14.19556786,14.40976786,14.62396786,14.83816786,15.05236786,15.26656786,15.48076786,15.69496786,15.90916786,16.12336786,16.33756786,16.55176786,16.76596786,16.98016786,17.19436786,17.40856786,17.62276786,17.83696786,18.05116786,18.26536786,18.47956786,18.69376786,18.90796786,19.12216786,19.33636786,19.55056786,19.76476786,19.97896786
0.30695,0.34236,0.37868,0.41842,0.46075,0.5061,0.55378,0.6074,0.66058,0.71883,0.78109,0.84332,0.91095,0.98343,1.06002,1.13983,1.22184,1.30883,1.39999,1.49528,1.59549,1.69888,1.80525,1.91907,2.03607,2.1584,2.28764,2.41671,2.55507,2.70112,2.84558
7.0587,6.7138,6.979,5.6245,7.7898,8.1836,8.2892,8.4854,8.7954,8.8811,9.0317,9.522,9.2283,9.9048,10.11,10.57,10.372,10.801,10.72,11.729,11.966,11.668,12.164,12.208,12.58,12.443,12.417,13.285,13.632,13.642,13.991
