12,13,14,15,16,17,18,19,20,12,13,14,15,16,17,18,19,20,12,13,14,15,16,17,18,19,20,12,13,14,15,16,17,18,19,20,12,13,14,15,16,17,18,19,20,12,13,14,15,16,17,18,19,20,12,13,14,15,16,17,18,19,20
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,4,4,4,4,4,4,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
6.127826009,6.689748968,7.256478564,7.828014797,8.404357667,8.985507174,9.571463317,10.1622261,10.75779551,8.170434678,8.919665291,9.675304753,10.43735306,11.20581022,11.98067623,12.76195109,13.5496348,14.34372735,10.21304335,11.14958161,12.09413094,13.04669133,14.00726278,14.97584529,15.95243886,16.9370435,17.92965919,12.25565202,13.37949794,14.51295713,15.65602959,16.80871533,17.97101435,19.14292663,20.32445219,21.51559103,14.29826069,15.60941426,16.93178332,18.26536786,19.61016789,20.96618341,22.33341441,23.71186089,25.10152287,16.34086936,17.83933058,19.35060951,20.87470613,22.41162045,23.96135246,25.52390218,27.09926959,28.6874547,18.38347803,20.0692469,21.76943569,23.48404439,25.213073,26.95652152,28.71438995,30.48667829,32.27338654
22.44048,21.05084,19.99158,18.99528,18.14919,17.33788,16.65256,16.00442,15.47845,9.96369,9.40459,8.91306,8.4761,8.09231,7.7552,7.44015,7.16125,6.9215,5.35389,5.05705,4.79343,4.55621,4.35559,4.17338,4.00618,3.86181,3.73082,3.23931,3.05232,2.90012,2.75743,2.6339,2.52424,2.42455,2.33863,2.25759,2.11666,1.99687,1.89918,1.80525,1.72613,1.65564,1.59127,1.53374,1.48259,1.47017,1.38477,1.31564,1.25202,1.19799,1.14954,1.1048,1.06546,1.03023,1.06296,1.00393,0.9536,0.90644,0.86811,0.83249,0.80068,0.77108,0.74626
53.581,50.338,46.223,43.246,42.448,42.739,37.284,34.574,35.68,27.604,27.314,24.807,23.303,22.29,22.085,20.001,21.607,19.286,17.163,19.214,19.021,18.529,18.769,18.31,16.205,17.244,16.821,15.941,15.248,14.816,14.854,14.539,13.742,14.733,14.772,14.389,12.752,12.464,12.416,12.164,11.313,12,11.566,11.772,11.648,10.512,9.6646,10.34,9.9283,8.591,9.406,9.6965,8.6272,8.7725,8.7697,9.2789,9.4999,8.24,8.9003,8.2716,7.2078,8.0092,6.9869
